nitrogen,algae,rotifers
5.012087180841724,818032070.0741695,20282.66222072208
12.25132347775482,445805119.19984215,20481.772977069322
22.536777839885577,318458371.5531002,17811.173090519565
27.382087895480492,427580484.32970923,15309.108221718901
12.333857320094928,1064269278.7837706,15903.430161505607
4.057506432536408,948983075.8214658,19654.186675933695
10.014342882585728,511223860.61062974,20785.118586101795
20.1550251811238,329581932.2856798,18564.68681067397
27.323184306424363,372146347.9399549,15737.538295660794
18.72488010209641,837730360.8554273,15328.354867304888
3.398728672491117,1091138419.7559738,18839.547243391942
8.06898059925643,591905960.6083057,20873.909992023786
17.609953859285934,352999608.3431139,19285.045336700754
26.411711868449053,338221406.0808796,16306.764123968649
23.331129848746478,655729986.4624963,15051.618925392066
3.298342621449237,1225502069.2354338,17886.38173159921
6.450319188233861,688741570.6336697,20729.2949774896
15.03626035774626,389034263.67203933,19922.632386227768
24.855748560448006,321064928.62571704,16978.68034594268
26.078783332800455,525663378.6130547,15044.714976232252
5.4386497002831495,1259900895.0104847,16882.688055687824
5.157558453020841,802087113.5579379,20348.93235916243
12.560405682395594,438363115.497233,20428.113449944656
22.827584419477045,317917604.0884672,17713.15806441891
27.313887759273094,436729035.58687365,15265.731299937484
11.433964101888293,1094041882.32499,16000.038427541762
4.165546019624704,931187512.4876875,19747.197995578364
10.289745865861569,501880932.1446068,20757.254297235195
20.476693942048207,327442244.45998573,18467.60926300374
27.384582105982933,377997989.2699076,15672.960178796327
17.98256740737953,865317771.1080354,15385.770028549709
3.464398901527023,1072399616.9856732,18954.356949279674
8.303465479022037,580534039.6103454,20875.321853248864
17.944851307845493,349257961.94587266,19195.11210839204
26.570575156793737,341600051.1932866,16226.19376257667
22.843503649851346,676280041.1990604,15071.47587297749
3.2460553695799375,1210418128.4747887,18015.67696362153
6.641843810116112,675227481.777609,20761.53173456412
15.367715265348663,383616814.94173354,19846.233671245383
25.088088445464383,322458927.11285824,16886.938944726473
25.81525520121325,539980813.0477496,15031.822212360788
4.923629864984451,1267072358.2246182,17010.564966439117
5.307886177076876,786437817.8208822,20411.324354486544
12.87254952036933,431172395.2405599,20371.531703687953
23.112393295836803,317594449.9848658,17615.64582296895
27.22551864743075,446381996.5661997,15225.717708285605
10.53780418008218,1122966616.184162,16101.57422992
4.2785149420024995,913580401.1265578,19837.094233581483
10.570413984166972,492780541.56343955,20725.759299967627
